InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536276,22752,Set 7 Babushka Nesting Boxes,3,2025-06-08 19:00:00,7.65,12173,Germany
536277,84029G,Knitted Union Flag Hot Water Bottle,7,2025-04-24 05:00:00,3.39,12159,United Kingdom
536277,85123A,White Hanging Heart T-Light Holder,2,2024-03-30 03:00:00,2.55,12115,United Kingdom
536277,22752,Set 7 Babushka Nesting Boxes,12,2025-03-20 10:00:00,7.65,12043,United Kingdom
536277,71053,White Metal Lantern,12,2024-07-16 16:00:00,3.39,12067,France
536278,71053,White Metal Lantern,11,2025-05-04 16:00:00,3.39,12015,United Kingdom
536278,85123A,White Hanging Heart T-Light Holder,12,2024-09-27 15:00:00,2.55,12069,United Kingdom
536278,22633,Hand Warmer Union Jack,8,2024-11-19 06:00:00,1.85,12066,United Kingdom
536278,84029G,Knitted Union Flag Hot Water Bottle,5,2024-08-09 23:00:00,3.39,12122,Germany
536279,85123A,White Hanging Heart T-Light Holder,11,2025-06-30 14:00:00,2.55,12050,United Kingdom
536279,22633,Hand Warmer Union Jack,5,2024-03-09 06:00:00,1.85,12174,France
536279,22633,Hand Warmer Union Jack,4,2025-08-08 10:00:00,1.85,12129,Netherlands
536279,21730,Glass Star Frosted T-Light Holder,4,2025-08-03 19:00:00,4.25,12069,United Kingdom
536280,85123A,White Hanging Heart T-Light Holder,2,2025-07-08 03:00:00,2.55,12132,United Kingdom
536280,71053,White Metal Lantern,10,2024-01-23 13:00:00,3.39,12003,France
536280,21730,Glass Star Frosted T-Light Holder,8,2024-07-11 09:00:00,4.25,12164,United Kingdom
536280,22752,Set 7 Babushka Nesting Boxes,3,2024-06-09 14:00:00,7.65,12047,United Kingdom
536281,22633,Hand Warmer Union Jack,12,2025-05-08 17:00:00,1.85,12106,United Kingdom
536281,22752,Set 7 Babushka Nesting Boxes,9,2025-03-30 07:00:00,7.65,12008,United Kingdom
536281,85123A,White Hanging Heart T-Light Holder,5,2025-05-14 05:00:00,2.55,12139,United Kingdom
536281,71053,White Metal Lantern,5,2025-01-26 10:00:00,3.39,12069,United Kingdom
536282,84029E,Red Woolly Hottie White Heart,9,2024-08-08 20:00:00,3.39,12005,United Kingdom
536282,85123A,White Hanging Heart T-Light Holder,9,2024-07-22 14:00:00,2.55,12109,Germany
536282,85123A,White Hanging Heart T-Light Holder,3,2025-01-19 12:00:00,2.55,12061,France
536282,84029E,Red Woolly Hottie White Heart,3,2024-10-28 08:00:00,3.39,12106,United Kingdom
536283,71053,White Metal Lantern,1,2025-04-06 06:00:00,3.39,12047,United Kingdom
536283,22752,Set 7 Babushka Nesting Boxes,12,2025-11-29 12:00:00,7.65,12047,Netherlands
536283,22633,Hand Warmer Union Jack,2,2025-08-29 15:00:00,1.85,12127,Netherlands
536283,71053,White Metal Lantern,2,2025-04-18 02:00:00,3.39,12001,United Kingdom
536284,85123A,White Hanging Heart T-Light Holder,10,2024-02-01 08:00:00,2.55,12058,United Kingdom
536284,84029G,Knitted Union Flag Hot Water Bottle,1,2024-02-12 19:00:00,3.39,12078,United Kingdom
536284,84029G,Knitted Union Flag Hot Water Bottle,4,2024-03-06 11:00:00,3.39,12110,Germany
536284,84029G,Knitted Union Flag Hot Water Bottle,11,2024-07-03 21:00:00,3.39,12159,Netherlands
536285,84029G,Knitted Union Flag Hot Water Bottle,12,2025-05-21 11:00:00,3.39,12168,Netherlands
536285,22633,Hand Warmer Union Jack,8,2024-11-30 02:00:00,1.85,12055,United Kingdom
536285,21730,Glass Star Frosted T-Light Holder,7,2025-10-06 12:00:00,4.25,12028,United Kingdom
536285,22633,Hand Warmer Union Jack,7,2025-05-20 15:00:00,1.85,12116,Germany
536286,85123A,White Hanging Heart T-Light Holder,5,2025-06-10 05:00:00,2.55,12139,United Kingdom
536286,71053,White Metal Lantern,3,2025-03-10 01:00:00,3.39,12096,United Kingdom
536286,85123A,White Hanging Heart T-Light Holder,7,2025-03-10 19:00:00,2.55,12032,United Kingdom
536286,84029G,Knitted Union Flag Hot Water Bottle,8,2024-04-09 22:00:00,3.39,12089,Spain
536287,84029E,Red Woolly Hottie White Heart,10,2024-07-09 10:00:00,3.39,12090,United Kingdom
536287,21730,Glass Star Frosted T-Light Holder,10,2025-11-30 12:00:00,4.25,12034,Netherlands
536287,84029G,Knitted Union Flag Hot Water Bottle,6,2025-06-26 09:00:00,3.39,12019,United Kingdom
536287,84029G,Knitted Union Flag Hot Water Bottle,12,2024-10-27 02:00:00,3.39,12163,Germany
536288,84029G,Knitted Union Flag Hot Water Bottle,3,2025-04-01 11:00:00,3.39,12035,United Kingdom
536288,84406B,Cream Cupid Hearts Coat Hanger,8,2025-09-26 18:00:00,2.75,12008,United Kingdom
536288,21730,Glass Star Frosted T-Light Holder,2,2025-03-31 20:00:00,4.25,12060,United Kingdom
536288,84406B,Cream Cupid Hearts Coat Hanger,12,2024-05-19 21:00:00,2.75,12131,United Kingdom
536289,84029E,Red Woolly Hottie White Heart,7,2025-05-05 00:00:00,3.39,12040,United Kingdom
536289,85123A,White Hanging Heart T-Light Holder,12,2024-10-11 23:00:00,2.55,12172,United Kingdom
536289,71053,White Metal Lantern,5,2024-02-23 20:00:00,3.39,12153,Spain
536289,71053,White Metal Lantern,1,2024-11-09 16:00:00,3.39,12135,United Kingdom
536290,22752,Set 7 Babushka Nesting Boxes,8,2025-05-09 18:00:00,7.65,12080,United Kingdom
536290,22752,Set 7 Babushka Nesting Boxes,10,2025-09-03 22:00:00,7.65,12131,Germany
536290,85123A,White Hanging Heart T-Light Holder,8,2024-03-24 04:00:00,2.55,,Spain
536290,85123A,White Hanging Heart T-Light Holder,1,2025-10-04 15:00:00,2.55,12134,United Kingdom
C536291,84029G,Knitted Union Flag Hot Water Bottle,-7,2024-11-04 16:00:00,3.39,12112,United Kingdom
536291,21730,Glass Star Frosted T-Light Holder,5,2025-09-24 23:00:00,4.25,12139,United Kingdom
536291,85123A,White Hanging Heart T-Light Holder,3,2025-02-14 20:00:00,2.55,12004,Netherlands
536291,22752,Set 7 Babushka Nesting Boxes,3,2025-03-20 00:00:00,7.65,12037,Germany
536292,84029G,Knitted Union Flag Hot Water Bottle,12,2024-07-14 15:00:00,3.39,12133,United Kingdom
536292,71053,White Metal Lantern,1,2025-02-07 16:00:00,3.39,12055,United Kingdom
536292,84406B,Cream Cupid Hearts Coat Hanger,3,2024-02-06 10:00:00,2.75,12141,United Kingdom
536292,85123A,White Hanging Heart T-Light Holder,8,2025-06-16 19:00:00,2.55,12068,United Kingdom
536293,84406B,Cream Cupid Hearts Coat Hanger,1,2025-07-20 04:00:00,2.75,12148,Germany
536293,84029G,Knitted Union Flag Hot Water Bottle,9,2025-01-11 16:00:00,3.39,12110,Germany
536293,84029E,Red Woolly Hottie White Heart,7,2025-03-23 20:00:00,3.39,12061,United Kingdom
536293,84029G,Knitted Union Flag Hot Water Bottle,7,2024-01-21 07:00:00,3.39,12174,United Kingdom
536294,21730,Glass Star Frosted T-Light Holder,8,2024-02-04 05:00:00,4.25,12063,Germany
536294,84029E,Red Woolly Hottie White Heart,10,2025-03-17 08:00:00,3.39,12133,United Kingdom
536294,22633,Hand Warmer Union Jack,5,2024-02-15 20:00:00,1.85,12158,Netherlands
536294,71053,White Metal Lantern,8,2025-03-19 23:00:00,3.39,12152,United Kingdom
536295,84406B,Cream Cupid Hearts Coat Hanger,1,2024-11-02 16:00:00,2.75,12081,United Kingdom
536295,71053,White Metal Lantern,1,2025-03-05 19:00:00,3.39,12071,United Kingdom
536295,22752,Set 7 Babushka Nesting Boxes,7,2025-10-29 14:00:00,7.65,12004,United Kingdom
536295,22752,Set 7 Babushka Nesting Boxes,5,2025-11-19 10:00:00,7.65,12025,United Kingdom
536296,71053,White Metal Lantern,3,2025-02-05 00:00:00,3.39,12113,United Kingdom
536296,84029E,Red Woolly Hottie White Heart,5,2025-06-22 08:00:00,3.39,12031,United Kingdom
536296,85123A,White Hanging Heart T-Light Holder,12,2024-03-31 17:00:00,2.55,12161,United Kingdom
536296,22752,Set 7 Babushka Nesting Boxes,2,2025-10-18 13:00:00,7.65,12018,Spain
536297,84406B,Cream Cupid Hearts Coat Hanger,12,2025-05-20 12:00:00,2.75,12063,United Kingdom
536297,22633,Hand Warmer Union Jack,8,2025-07-12 01:00:00,1.85,12150,France
536297,84029G,Knitted Union Flag Hot Water Bottle,4,2025-04-14 07:00:00,3.39,12111,France
536297,21730,Glass Star Frosted T-Light Holder,2,2024-09-05 09:00:00,4.25,12059,United Kingdom
536298,21730,Glass Star Frosted T-Light Holder,5,2025-09-04 18:00:00,4.25,12026,Netherlands
536298,84029G,Knitted Union Flag Hot Water Bottle,2,2024-12-24 09:00:00,3.39,12084,France
536298,84406B,Cream Cupid Hearts Coat Hanger,12,2025-09-20 12:00:00,2.75,12055,United Kingdom
536298,21730,Glass Star Frosted T-Light Holder,8,2025-05-21 18:00:00,4.25,12103,United Kingdom
536299,84029E,Red Woolly Hottie White Heart,3,2024-10-10 02:00:00,3.39,12175,United Kingdom
536299,85123A,White Hanging Heart T-Light Holder,6,2024-09-03 09:00:00,2.55,12134,Spain
536299,21730,Glass Star Frosted T-Light Holder,10,2025-07-23 16:00:00,4.25,12099,United Kingdom
536299,21730,Glass Star Frosted T-Light Holder,11,2025-06-10 17:00:00,4.25,12068,France
536300,85123A,White Hanging Heart T-Light Holder,8,2025-02-15 21:00:00,2.55,12009,United Kingdom
